pathway	pval	padj	log2err	ES	NES	size	leadingEdge	contrast	method
HALLMARK_INTERFERON_ALPHA_RESPONSE	3.01730938271118e-13	7.54327345677796e-12	0.932595211336209	-0.618625896189319	-2.58731003770062	91	TXNIP IL4R ELF1 PSME1 IFIH1 HLA-C UBA7 ISG20 PSMB8 CD74 LGALS3BP OAS1 B2M PARP12 PARP9 TMEM140 C1S IRF7 TRIM5 IFI30 PSMB9 BST2 NMI IFITM1 PLSCR1 CASP1 GBP2 IRF2 IRF1 TENT5A CASP8 SP110 USP18 TAP1 IRF9 SELL DDX60 TRIM26 TRIM14 IFI27 PSME2 EPSTI1 MOV10 TRAFD1 HELZ2 RNF31 LPAR6 IFI35 GBP4 PARP14	clusterBrain	qq_qn
HALLMARK_INTERFERON_GAMMA_RESPONSE	2.47907666856649e-22	1.23953833428324e-20	1.22105375677186	-0.58866281454988	-2.7429125035545	186	TXNIP CASP4 TNFAIP3 TNFSF10 MVP RNF213 IL4R HLA-B TNFAIP2 PSME1 IFIH1 HLA-A ISG20 NFKB1 SERPING1 HLA-DMA C1R MTHFD2 PSMB8 CD74 LGALS3BP HLA-DQA1 BTG1 B2M NFKBIA PARP12 FGL2 MYD88 CD274 VAMP8 CASP7 C1S IRF7 HLA-DRB1 SPPL2A IFI30 CD40 IRF8 PSMB9 NLRC5 IL18BP PML BST2 CCL5 VCAM1 NMI SOCS1 PLSCR1 CASP1 XAF1 ISOC1 IRF2 PNP PTPN6 GCH1 LCP2 IRF1 CASP8 SP110 USP18 IL15RA PIM1 TAP1 LATS2 VAMP5 RIPK1 CSF2RB CD69 IRF9 DDX60 IL2RB CFH TRIM26 CFB OAS3 TRIM14 OAS2 IFI27 PSME2 IL10RA EPSTI1 CIITA TRAFD1 ICAM1 HELZ2 RNF31 APOL6 ZNFX1 STAT3 IFI35 GBP4 PARP14 STAT1 RAPGEF6 CDKN1A	clusterBrain	qq_qn
HALLMARK_KRAS_SIGNALING_DN	0.0375868160900795	0.0606238969194831	0.321775918075361	0.300258884918643	1.32873175440258	121	SNCB KCNQ2 ARHGDIG SPTBN2 RYR2 ARPP21 CLSTN3 SLC25A23 CELSR2 TENM2 SNN NUDT11 CAMK1D SLC30A3 THRB TGFB2 MAST3 SYNPO PDK2 EFHD1 KLK7 CNTFR	clusterBrain	qq_qn
HALLMARK_KRAS_SIGNALING_UP	0.0370122771855177	0.0606238969194831	0.321775918075361	-0.287781445401797	-1.32863289536123	172	TNFAIP3 ETS1 JUP TMEM176B PIGR TMEM176A PLVAP FUCA1 MAP3K1 PSMB8 KLF4 LCP1 G0S2 BIRC3 IL7R MAP4K1 IRF8 CD37 GADD45G IL2RG TRIB1 TFPI ADAMDEC1 DNMBP GALNT3 CXCR4 MMP9 IGF2 MALL MPZL2 IKZF1 CA2 NR0B2 TSPAN1 PECAM1 CFH PLAT ITGB2 ENG CTSS CFB TOR1AIP2 DOCK2 HOXD11 TRIB2 IL10RA F2RL1 CBX8 TNFRSF1B MAFB GPNMB LAPTM5 ITGA2	clusterBrain	qq_qn
HALLMARK_MITOTIC_SPINDLE	0.544982698961938	0.567690311418685	0.0673623868166279	-0.209026216519956	-0.976492979385375	192	BCL2L11 NEDD9 FLNA PDLIM5 ARHGAP4 MYO1E UXT EZR ARHGAP27 NOTCH2 FLNB AKAP13 GSN CD2AP WASF2 MAP3K11 CNTRL SHROOM1 EPB41 ARF6 VCL SEPTIN9 SMC1A NET1 SMC4 ROCK1 AURKA CDC42EP1 DOCK2 PKD2 ACTN4 CEP72 KIF23 RHOF CDK1 RACGAP1 PLEKHG2 PXN MYH9 ARFGEF1 NUMA1 PALLD RAPGEF6 NCK1 ESPL1	clusterBrain	qq_qn
HALLMARK_MTORC1_SIGNALING	0.249134948096886	0.272685956673231	0.11146266692298	-0.232321133735932	-1.08531819516682	192	SERPINH1 XBP1 TES NIBAN1 DDIT4 BTG2 MTHFD2 CTSC SDF2L1 SLC37A4 FGL2 NUPR1 CCNG1 IFI30 PNP CXCR4 SEC11A MAP2K3 SLC1A5 IDH1 RRM2 ITGB2 AURKA EDEM1 HK2 DAPP1 PSPH RIT1 CD9 DDX39A P4HA1 GGA2 GBE1 PLOD2 TCEA1 NFKBIB NUP205 LTA4H CDKN1A	clusterBrain	qq_qn
HALLMARK_MYC_TARGETS_V1	0.153713298791019	0.192141623488774	0.14641623786055	-0.243973763428983	-1.14222633810989	198	MYC RPLP0 PRDX4 RPS2 PABPC1 RACK1 CDK2 SMARCC1 RPS6 FBL CDC20 MCM5 RPS3 MCM7 EIF3D RPS5 CCNA2 LSM2 RPL18 EEF1B2 TFDP1 DEK PABPC4 ODC1 SNRPG TRA2B CDK4 SERBP1 HDGF RPL14 MCM2 RPL6 PCNA KARS1 RPS10 RRM1 AIMP2 POLD2 ILF2 IMPDH2 RPL34 SRSF7 RPL22 PHB2 U2AF1 DDX21 SRSF1 SRSF3 G3BP1 SNRPA ORC2 NPM1 FAM120A SRSF2 IFRD1 TYMS CDC45 RSL1D1 TRIM28 SF3A1 HNRNPA1 EIF3B LSM7 HSPE1 CAD NOP16 NCBP1 SYNCRIP EIF4G2 RUVBL2 MRPL23 PCBP1 XPO1 SNRPD3	clusterBrain	qq_qn
HALLMARK_MYC_TARGETS_V2	0.208849557522124	0.242848322700144	0.125033367555272	-0.312734083718443	-1.17761279464243	55	MYC TFB2M MCM5 IPO4 HK2 NOP2 NOC4L CDK4 DUSP2 MAP3K6 DCTPP1 NIP7 AIMP2 SLC29A2 NPM1 RCL1 PLK1 WDR43 TMEM97 TBRG4 PPAN HSPE1 NOP16	clusterBrain	qq_qn
HALLMARK_MYOGENESIS	0.0187457219717848	0.0374914439435695	0.352487857583619	0.30596271685536	1.40364829989882	163	CAMK2B SCHIP1 GNAO1 PKIA DTNA MAPRE3 CLU NCAM1 PRNP FABP3 APOD PDE4DIP CDH13 REEP1 SCD SPTAN1 MEF2C FXYD1 CKB SORBS1 CRYAB FHL1 BIN1 TNNC2 PFKM FGF2 SGCD LARGE1 EIF4A2 COX7A1 PPP1R3C APP SLC6A8 MYL6B ITGA7 PPFIA4 PICK1 TPD52L1 FKBP1B SPEG AK1 ACHE	clusterBrain	qq_qn
HALLMARK_NOTCH_SIGNALING	0.0697247706422018	0.105643591882124	0.231126709673834	-0.434322791698303	-1.42153735880956	29	CCND1 APH1A HES1 NOTCH2 JAG1 DTX2 NOTCH3 LFNG FZD5 NOTCH1	clusterBrain	qq_qn
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.250591016548463	0.272685956673231	0.132846300606183	0.231252387607309	1.0934386067905	198	PDP1 SLC25A4 MDH1 NDUFA4 ATP6V1H MAOB ATP6V1D ATP6V1C1 ATP6V1E1 ATP6V0C SLC25A12 NDUFS1 ATP1B1 VDAC1 SUCLA2 TOMM70 NDUFA5 NDUFA8 ACO2 ALDH6A1 LDHB IDH3A CYCS NQO2 ISCU GOT2 NDUFB5 MGST3 COX6A1 ISCA1 ATP5PD ATP5MC2 NDUFB8 COX6C ATP6V1F VDAC3 HCCS SLC25A11 MTX2 ATP5F1B MFN2 UQCRC2 MRPS30 OPA1 MRPL15 VDAC2 OAT NDUFS3 NDUFAB1 COX11 GLUD1 GPI COX4I1 NDUFA9 ALAS1 SUPV3L1 COX7B GPX4 MRPS11 LDHA COX6B1	clusterBrain	qq_qn
HALLMARK_P53_PATHWAY	6.01267216673841e-05	0.00030063360833692	0.557332238758646	-0.372468233573416	-1.73214768126139	182	TXNIP ST14 PERP S100A10 IER3 DDIT4 S100A4 FUCA1 BTG2 H2AJ KLF4 TGFB1 BTG1 EPS8L2 NUPR1 CD82 VAMP8 TP53 CCNG1 IFI30 KIF13B MKNK2 SOCS1 CASP1 RPS12 DEF6 PLXNB2 FOS TRAF4 RACK1 ZFP36L1 BAX SDC1 TAP1 TAX1BP3 DRAM1 RB1 NINJ1 PRKAB1 PLK3 AEN RRP8 ABHD4 BAK1 RPS27L RHBDF2 DDB2 RPL18 TM4SF1 EPHA2 SLC35D1 H1-2 NOTCH1 TRAFD1 RPL36 WWP1 VWA5A IRAK1 MAPKAPK3 SP1 SEC61A1 CDKN1A SERTAD3 FOXO3 ERCC5 TPRKB TCN2 ADA RAD9A PCNA	clusterBrain	qq_qn
HALLMARK_PANCREAS_BETA_CELLS	0.114349775784753	0.154526724033451	0.197822021315103	0.388998225721872	1.34135027998997	33	STXBP1 PCSK2 AKT3 PAK3 SYT13 CHGA	clusterBrain	qq_qn
HALLMARK_PEROXISOME	0.0237408637994444	0.0439645625915638	0.352487857583619	-0.333219753909216	-1.40777343036049	99	CAT MVP CEL ALDH1A1 EPHX2 HSD3B7 HSD11B2 TSPO GSTK1 PABPC1 HSD17B11 PEX2 ISOC1 SMARCC1 DHRS3 EHHADH ACSL5 ABCD1 IDH1 CLN6 BCL10 MLYCD ECI2 PEX6 ECH1 SLC35B2 HMGCL SCP2 FDPS ELOVL5 ALB	clusterBrain	qq_qn
HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.191304347826087	0.233297985153765	0.130105630751129	-0.270091813005886	-1.1546033447402	102	PITX2 IRAK4 MYD88 VAV3 MKNK2 IL2RG TNFRSF1A PAK4 CDK2 CXCR4 MAP2K3 THEM4 EGFR RIPK1 PFN1 RPS6KA1 DAPP1 RIT1 PPP2R1B ATF1 CDK1 LCK TRAF2 AKT1 CDK4 NFKBIB CDKN1A NCK1 PRKAR2A RPS6KA3	clusterBrain	qq_qn
HALLMARK_PROTEIN_SECRETION	0.642523364485981	0.655636086210185	0.0741758965588009	0.214885659590458	0.909098073427684	95	SH3GL2 KIF1B DST ATP6V1H AP2M1 NAPG BNIP3 AP2B1 MAPK1 SOD1 SCRN1 DNM1L SCAMP1 NAPA RAB22A VAMP4 RAB2A RAB5A CLTC	clusterBrain	qq_qn
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.147272727272727	0.188811188811189	0.154190966581424	-0.346587606473902	-1.26212191117729	47	PDLIM1 CAT LSP1 GPX3 PRDX4 SBNO2 SELENOS	clusterBrain	qq_qn
HALLMARK_SPERMATOGENESIS	0.00426035342535928	0.0112114563825244	0.407017918923954	0.381915194520421	1.61580283168042	92	PCSK1N CNIH2 SNAP91 SCG3 SCG5 GAD1 SEPTIN4 HSPA4L NEFH PEBP1 CLVS1 PARP2 CAMK4 LDHC MAP7 DDX25 MLF1	clusterBrain	qq_qn
HALLMARK_TGF_BETA_SIGNALING	0.00879221587873835	0.0199823088153144	0.380730400722792	-0.440425145246607	-1.64485105466978	52	CDH1 HDAC1 TGFB1 TGIF1 THBS1 SERPINE1 WWTR1 FNTA LTBP2 ENG KLF10 SMAD7 ID3 JUNB BCAR3	clusterBrain	qq_qn
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.69342281788441e-12	4.48903802980736e-11	0.898671232061694	-0.505113536621754	-2.34564273127102	177	TNFAIP3 B4GALT1 IER3 KLF2 BCL3 TNFAIP2 IFIH1 PTGER4 BTG2 CCND1 NFE2L2 NFKB1 TNIP2 TNFAIP8 DUSP1 KLF4 CD44 PDLIM5 BTG1 NFKBIA TGIF1 TRIP10 G0S2 MYC IL18 EFNA1 BIRC3 VEGFA IL7R IER2 HES1 ICOSLG LITAF CCL5 TRIB1 FOS MCL1 JAG1 GCH1 IRF1 ZFP36 MAP2K3 IL15RA PHLDA2 SERPINE1 KDM6B TAP1 KLF6 DRAM1 REL CCNL1 NR4A1 BTG3 STAT5A SPSB1 NINJ1 RELA CFLAR CD69 CEBPD TNIP1 KLF10 ABCA1 SIK1 F2RL1 PLEK JUNB ICAM1 CD80 TANK EHD1 NFKBIE TNC MAP3K8 CXCL2 DUSP2 CDKN1A ZC3H12A PER1 CCN1 TRAF1 TIPARP SOCS3 SDC4	clusterBrain	qq_qn
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.12701252236136	0.167121739949157	0.165656695205483	-0.2823225987316	-1.21194712151536	110	XBP1 DDIT4 MTHFD2 ALDH18A1 VEGFA PDIA5 WIPI1 SEC11A ERN1 EIF4EBP1 YIF1A CXXC1 EDEM1 DNAJC3 HERPUD1 MTREX NOP14 SRPRA SHC1 PDIA6 KDELR3 RPS14 EIF2AK3 CHAC1 CKS1B ATF6 NABP1 HSPA5 SRPRB CNOT6 TARS1 ATF4 PREB	clusterBrain	qq_qn
HALLMARK_UV_RESPONSE_DN	0.250871080139373	0.272685956673231	0.11146266692298	-0.243004378342188	-1.09397764577489	137	RBPMS TGFBR2 ANXA2 COL1A2 ANXA4 COL3A1 NFKB1 DUSP1 PDLIM5 VAV2 MYC CITED2 NOTCH2 DAB2 TFPI CAV1 COL1A1 SERPINE1 PTPN21 PDGFRB NIPBL SLC22A18 SFMBT1 NEK7 RUNX1 SMAD7 LTBP1 FBLN5 LAMC1	clusterBrain	qq_qn
HALLMARK_UV_RESPONSE_UP	0.0806451612903226	0.118595825426945	0.241339976815091	0.273712007423623	1.23430340475293	139	OLFM1 CCK NPTXR DLG4 NTRK3 ENO2 MAPK8IP2 PTPRD SLC25A4 ASNS CDO1 NPTX2 LHX2 ALDOA TYRO3 ATP6V1C1 SELENOW PARP2 TUBA4A SLC6A8 CNP KLHDC3 GRINA ARRB2 DNAJA1 PSMC3 RHOB	clusterBrain	qq_qn
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.207079646017699	0.242848322700144	0.12563992130984	-0.336752124656074	-1.188838974645	39	MYC TP53 JAG1 AXIN1 TCF7 NOTCH1 FZD8 SKP2 LEF1 MAML1 PTCH1 DLL1 NCSTN NUMB	clusterBrain	qq_qn
HALLMARK_XENOBIOTIC_METABOLISM	0.00332939019685096	0.00924830610236378	0.431707695803346	-0.329906510070271	-1.51961330139325	171	IGFBP4 PDK4 CAT JUP ABCC3 TMEM176B PAPSS2 PDLIM5 IL1R1 MAN1A1 DDC CYB5A PYCR1 IRF8 HNF4A TNFRSF1A REG1A GCH1 SLC12A4 FABP1 SLC1A5 SERPINE1 UGDH NINJ1 IDH1 IGF1 CA2 CASP6 CFB ASL LCAT DDAH2 MAOA CD36 TKFC AOX1 EPHA2 SLC35D1 FAH HSD17B2 FBP1 ECH1 GART CES1 NPC1 MCCC2 CYP27A1 SPINT2 ELOVL5 ACOX2 GSTM4 AHCY ITIH4 SHMT2 DHRS7 KARS1	clusterBrain	qq_qn
HALLMARK_ADIPOGENESIS	8.40660548848825e-08	6.00471820606303e-07	0.704975715167238	0.484924659961692	1.93109486916119	189	GPX3 COL4A1 FZD4 HSPB8 PTGER3 ITIH5 CD151 MYLK PLIN2 RAB34 PHYH GADD45A CAVIN1 ACADL FAH CAVIN2 PPARG SOWAHC MGLL ANGPTL4 APLP2 GBE1 CMBL CAT ACAA2 LIFR PFKFB3 PHLDB1 MAP4K3 LPCAT3 STOM AIFM1 PIM3 TOB1 ECHS1 MGST3 SUCLG1 APOE DHRS7B BCL6 ACADM SQOR HIBCH DHRS7 GPHN SLC25A1 POR ACADS BCL2L13 RREB1 DNAJB9 AK2 ESYT1 ITSN1 SLC1A5 ARAF SCP2 TST SLC66A3 CPT2 RNF11 SLC25A10 COQ9 SORBS1 BCKDHA GRPEL1 ECH1 CYP4B1 UCK1 DBT ALDH2 COX7B SDHC DNAJC15 COX8A ATP1B3 CRAT SOD1	clusterKidney	qq_qn
HALLMARK_ALLOGRAFT_REJECTION	1.80011183893397e-11	2.25013979866747e-10	0.863415391606693	-0.511164875065839	-2.23190985244428	171	CCND2 PRKCB CTSS CD79A HDAC9 IRF8 PRKCG MMP9 IL2RG NME1 LTB HCLS1 CD8A CCL5 BCAT1 ITGAL CD3E STAT4 GCNT1 FYB1 WAS SIT1 IL16 CCL19 CXCL13 SPI1 PTPRC LY86 TPD52 TLR1 HLA-DOB CD3D LCP2 LCK CCR1 THY1 PTPN6 CSK CD28 TLR6 CD2 ITGB2 HLA-DQA1 IL2RB ST8SIA4 MAP4K1 LY75 CD96 PSMB10 ZAP70 CD247 IL12RB1 GPR65 TRAT1 IRF4 CD80 ITK UBE2D1	clusterKidney	qq_qn
HALLMARK_ANDROGEN_RESPONSE	0.00552974383631672	0.00987454256485128	0.407017918923954	0.43028602506726	1.59128527676123	98	ADAMTS1 NDRG1 HPGD PTPN21 ITGAV IQGAP2 AKAP12 KRT19 PLPP1 CCND1 MYL12A BMPR1B TSC22D1 LIFR SELENOP H1-0 ABCC4 ZBTB10 B4GALT1 PDLIM5 PMEPA1 SAT1 B2M HERC3 TMPRSS2 DNAJB9 MAF GUCY1A1 LMAN1 SLC38A2	clusterKidney	qq_qn
HALLMARK_ANGIOGENESIS	0.000371833346470125	0.000845075787432104	0.49849310876659	0.648990785378815	1.92967186058355	29	SPP1 VEGFA NRP1 ITGAV FSTL1 SLCO2A1 S100A4 APP TIMP1 SERPINA5 POSTN FGFR1 VAV2 PDGFA	clusterKidney	qq_qn
HALLMARK_APICAL_JUNCTION	0.000158940541987787	0.000418264584178387	0.518848077743792	0.42050112316933	1.66397207112469	174	ITGA3 MYL9 CLDN8 TNFRSF11B ITGA2 NECTIN2 JUP PARD6G EGFR ITGB1 CTNNA1 AMIGO2 GRB7 MSN TJP1 NFASC VCL ACTN4 MPZL2 PARVA TSPAN4 RRAS BMP1 SORBS3 CTNND1 MYH9 ADAM9 GNAI1 PECAM1 CLDN11 CNN2 FLNC DSC3 B4GALT1 INPPL1 MAP3K20 VAV2 ICAM1 CDH3 PCDH1 AKT2 SIRPA CD34 WASL MYH10 NEXN CRB3 WNK4 SGCE NECTIN4 LIMA1 ADAM15 AKT3 CLDN14 MYL12B PIK3R3 LAMA3 SHC1 VCAM1 SHROOM2 SKAP2 CLDN4 ITGA10 ADRA1B VCAN PBX2 CLDN5	clusterKidney	qq_qn
HALLMARK_APICAL_SURFACE	0.000102567520551617	0.000284909779310047	0.538434096309916	0.635931100178925	1.98580644849082	37	ATP6V0A4 MAL GATA3 RHCG HSPB1 PKHD1 AFAP1L2 NTNG1 DCBLD2 APP GAS1 SULF2 GSTM3 ATP8B1 B4GALT1	clusterKidney	qq_qn
HALLMARK_APOPTOSIS	0.000214956868029698	0.000537392170074245	0.518848077743792	0.431447300655789	1.6621508166191	152	GPX3 TIMP3 BGN DCN PLAT IFITM3 HSPB1 TGFBR3 TXNIP ERBB2 GADD45B F2R GADD45A PDGFRB LMNA APP NEDD9 SOD2 IER3 TNFSF10 BTG3 ANXA1 CCND1 TIMP1 DDIT3 H1-0 RARA GSN CDKN1A RHOB ATF3 IGF2R ERBB3 EMP1 TIMP2 AVPR1A SAT1 IRF1 MGMT TNFRSF12A CFLAR RNASEL CASP4	clusterKidney	qq_qn
HALLMARK_BILE_ACID_METABOLISM	0.0500782472613459	0.0758761322141604	0.252961123069611	0.372429539277421	1.3598900148069	93	BBOX1 TFCP2L1 ACSL1 BCAR3 PHYH NEDD4 NR1H4 CAT DIO1 EFHC1 PIPOX NUDT12 ALDH1A1 APOA1 PFKM CYP8B1 NR0B2 AGXT CROT SULT2B1 SCP2 PEX11A OPTN NPC1 SLC22A18 HSD3B7 CYP27A1 PECR NR3C2 AQP9 ALDH9A1 SOD1 PEX19 ABCD3 HSD17B4	clusterKidney	qq_qn
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.169059011164274	0.21674232200548	0.132846300606183	0.341803604242266	1.18460221827161	68	CD9 SEMA3B S100A11 MAL2 GLDC PPARG ERRFI1 GNAI1 ANXA5 MVK PLSCR1 ATF3 GPX8 AVPR1A TNFRSF12A ANTXR2 JAG1 ACSS2 ETHE1 CXCL16	clusterKidney	qq_qn
HALLMARK_COAGULATION	2.12884201381305e-09	2.12884201381305e-08	0.774939030136436	0.588756674267893	2.21253157379329	111	ITGB3 TIMP3 MMP7 PLAT HTRA1 RAPGEF3 THBS1 SERPING1 CD9 ITGA2 CFI CAPN2 A2M GNG12 CPQ C1R SERPINA1 CRIP2 S100A13 ANXA1 BMP1 SPARC TIMP1 PROS1 ADAM9 HPN PECAM1 S100A1 MMP14 GSN RGN HMGCS2 PLAU SERPINE1 FGG MAFF FN1 DUSP14 HRG CFH MSRB2 ACOX2 KLF7 CSRP1 APOA1 COMP DUSP6 KLK8 CFB	clusterKidney	qq_qn
HALLMARK_COMPLEMENT	0.159663865546218	0.210084033613445	0.127505315300183	0.299326765172672	1.18447097984767	174	HSPA1A PLAT GATA3 COL4A2 SERPING1 CA2 CPQ C1R CPM SERPINA1 S100A9 CTSL F5 CTSD S100A13 CD59 NOTCH4 TIMP1 ADAM9 MMP14 HSPA5 ANXA5 SERPINE1 CDH13 MAFF CD46 PLSCR1 CR1 FN1 PRCP RCE1 EHD1 CFH TIMP2 CSRP1 IRF1 LTF SPOCK2 DGKH DUSP6 CFB PPP2CB CASP4 DPP4 CBLB PLG MSRB1 PRDM4 C1S CTSH LAMP2 MMP15 FCN1 CD55 CEBPB	clusterKidney	qq_qn
HALLMARK_DNA_REPAIR	0.229773462783172	0.273539836646633	0.165656695205483	-0.258836616089735	-1.09950690728225	144	NME1 HCLS1 POLR1D TYMS PRIM1 RFC3 POLR1H POLA2 FEN1 PDE4B MPG IMPDH2 ERCC3 POLH LIG1 CCNO POLB GTF2H3 ZWINT NFX1 CSTF3 POLR3C POLD1 TAF10 PCNA TP53 SF3A3 ERCC1 SNAPC4 GTF2B TAF9 NT5C3A POLR2D UMPS REV3L ALYREF NELFB RAE1 USP11 RNMT TAF1C PDE6G CANT1 ARL6IP1 RFC4 SAC3D1	clusterKidney	qq_qn
HALLMARK_E2F_TARGETS	6.18996161422101e-12	1.03166026903684e-10	0.887074988399873	-0.503947450434333	-2.22415507772201	190	MYBL2 NME1 LMNB1 DNMT1 MKI67 ATAD2 MYC MCM7 NOP56 PLK1 RRM2 PTTG1 TOP2A HMGA1 KPNA2 MXD3 UBE2T DCK STMN1 PAICS UBE2S KIF22 RFC3 HMGB3 MAD2L1 PRDX4 H2AX ING3 TK1 EZH2 TFRC POLA2 MCM2 MCM5 CDC20 RAD51C POLE AURKB TACC3 H2AZ1 SMC3 PRIM2 SPC25 ASF1B JPT1 ORC2 HMMR LIG1 RNASEH2A MRE11 RACGAP1 CNOT9 CCNB2 PRPS1 DDX39A NAP1L1 NOLC1 CKS2 POLD1 PCNA TIMELESS TP53 BIRC5 CDK1 UBR7 PLK4 ASF1A RAD51AP1 DEPDC1 TCF19 SMC4 MCM4 TMPO SLBP BUB1B TRIP13 SMC6 CDKN2C RANBP1 KIF2C SUV39H1 CHEK1 TIPIN WDR90 NBN TBRG4 TUBB TUBG1 MCM3	clusterKidney	qq_qn
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	6.61085498050265e-17	3.30542749025132e-15	1.05746357275086	0.628377646809621	2.47826584671256	171	SPP1 MGP ITGB3 VEGFA MYL9 TIMP3 ITGB5 BGN CCN2 DCN DAB2 PCOLCE2 HTRA1 COL4A2 THBS1 COL4A1 IGFBP4 SPOCK1 FERMT2 TGFBR3 TNFRSF11B ITGA2 SDC4 SERPINH1 ITGAV MYLK TGM2 EFEMP2 FSTL1 SFRP1 GADD45B TPM2 SGCB ITGB1 GADD45A PDGFRB GAS1 LAMC1 CALD1 IGFBP2 LOXL1 FLNA NID2 CD59 SDC1 FZD8 NOTCH2 PLOD2 BMP1 NNMT SPARC TIMP1 SNTB1 TNC PLOD1 MMP14 PFN2 COL12A1 RHOB POSTN SERPINE1 PVR FOXC2 LGALS1 TGFB1 FN1 ECM2 TAGLN CCN1 PMEPA1 GJA1 TPM1 SAT1 GPC1 PLOD3 MXRA5 COMP TNFRSF12A DST SNAI2 ACTA2 FBLN5 ID2	clusterKidney	qq_qn
HALLMARK_ESTROGEN_RESPONSE_EARLY	7.17351812173399e-06	2.39117270724466e-05	0.610526878385931	0.451864977544395	1.79072639160274	180	CA12 PODXL FOXC1 PDZK1 MUC1 SCNN1A IGFBP4 KAZN AQP3 MYOF SEMA3B HSPB8 DHRS3 RETREG1 HES1 ZNF185 TGM2 FARP1 DEPTOR TPBG KRT19 DLC1 KLF10 MPPED2 PLAAT3 CCND1 RAB17 CELSR1 AFF1 RBBP8 SVIL WWC1 FRK RARA THSD4 BLVRB SH3BP5 BAG1 ALDH3B1 RPS6KA2 FHL2 B4GALT1 CISH MINDY1 IL6ST TOB1 SLC39A6 DYNLT3 TSKU IGF1R GJA1 ANXA9 ENDOD1 AMFR ESRP2 FOS INHBB SNX24 UGCG RAB31 CYP26B1 GLA ELF3 SULT2B1 CHPT1 BHLHE40 SLC22A5 MAST4 IL17RB PEX11A TMPRSS3 WFS1 ELF1 TPD52L1	clusterKidney	qq_qn
HALLMARK_ESTROGEN_RESPONSE_LATE	0.00101070034650283	0.00202140069300565	0.45505986738723	0.390368334661548	1.53836448241466	178	CA12 FOXC1 PDZK1 SCNN1A IGFBP4 CD9 MYOF SEMA3B HSPB8 PTGER3 CA2 PLXNB1 FARP1 TPBG KRT19 SERPINA1 S100A9 BTG3 PLAAT3 CCND1 IMPA2 AFF1 PERP SERPINA5 ASS1 RBBP8 NAB2 FRK HMGCS2 BLVRB DLG5 BAG1 ALDH3B1 RPS6KA2 CISH CXCL14 IL6ST TOB1 ACOX2 DYNLT3 ANXA9 GALE HSPA4L DNAJC1 AMFR LTF LLGL2 FOS PRLR RAB31 ID2 CYP26B1 GLA ST6GALNAC2 DCXR SULT2B1 CHPT1 ALDH3A2 SLC22A5 IL17RB TST TMPRSS3 CYP4F11 WFS1 TPD52L1 ZFP36 UNC13B	clusterKidney	qq_qn
HALLMARK_FATTY_ACID_METABOLISM	6.88528450698018e-07	2.89730796288269e-06	0.659444398037935	0.501148932268422	1.93301304514489	148	G0S2 HPGD PTPRG CA2 CYP4A22 ACSL1 CRYZ INMT MAOA EHHADH ACADL CPT1A GABARAPL1 MGLL BMPR1B ACSL4 ACAA2 ADH7 S100A10 HAO2 HMGCL ECI1 HMGCS2 BLVRA PCBD1 ACOT2 LDHA TP53INP2 HSDL2 LGALS1 HADHB PPARA BPHL ECHS1 AQP7 SUCLG1 ALDH1A1 ACSM3 ACADM CBR1 HIBCH ENO3 PRDX6 ECI2 ACADS GRHPR ACADVL VNN1 ALDH3A2 HSP90AA1 SLC22A5 ETFDH CPT2 GPD1 SDHA CA4 RDH11 PSME1 SDHD SUCLG2 ECH1 SDHC AUH ACSS1 MIF HSPH1 ALDH9A1 CRAT SERINC1	clusterKidney	qq_qn
HALLMARK_G2M_CHECKPOINT	1.3612692947897e-07	8.33703868890208e-07	0.690132458796796	-0.430131421442844	-1.89721792259094	188	MYBL2 LMNB1 MKI67 MYC PLK1 MARCKS CHAF1A PTTG1 SLC12A2 UBE2C DKC1 TOP2A HMGA1 KPNA2 SAP30 STMN1 SLC7A5 UBE2S E2F1 KIF22 UCK2 HMGB3 MAD2L1 SLC38A1 H2AX EZH2 SNRPD1 POLA2 TPX2 MCM2 MCM5 PRC1 CDC20 TROAP INCENP POLE CDC7 AURKB TACC3 SLC7A1 H2AZ1 PRIM2 GINS2 JPT1 HMMR KIF11 RACGAP1 CCNB2 DDX39A E2F3 NOLC1 CKS2 ARID4A ORC5 BIRC5 CDK1 PLK4 E2F2 HIRA RBL1 FOXN3 CENPA KIF20B CCNF SMC4	clusterKidney	qq_qn
